"c" "z.fst"
3 5.75327557287252
3 5.75327557287252
3 5.87972265051363
3 5.89757346278088
3 6.18400481248979
3 5.42166652476489
3 5.76215509002859
3 5.14606497375795
3 5.75193714436062
3 5.75193714436062
3 5.2927337941731
3 5.60696621611485
3 5.46208706582418
3 5.76215509002859
3 5.78003649494753
3 5.25215264169238
3 5.45469129227558
3 5.45469129227558
3 5.90198645278868
3 5.62251493134163
3 5.41833192572953
3 5.76215509002859
3 5.17261939543399
3 6.05608928756705
3 5.62251493134163
3 5.57000264469771
3 5.51791100701468
3 5.17314711867583
3 5.41970859505605
3 5.2637243121981
3 5.03237503187595
3 5.00291430828836
3 5.00291430828836
3 5.17314711867583
3 5.02442859059674
3 5.45508134858476
3 5.02442859059674
3 5.00291430828836
3 5.15026381520385
3 5.03011117565011
3 5.06055851225504
3 5.34391530046805
3 5.14469595259436
3 5.25547194440189
3 5.3164736918927
3 5.3164736918927
3 5.17314711867583
3 5.17314711867583
3 5.17314711867583
3 5.27941069435753
3 5.02442859059674
3 5.62251493134163
3 5.13912808998486
3 5.60923772050361
3 5.13631356602842
3 5.2927337941731
3 5.0854762270651
3 5.06238642319415
3 6.71341065016704
3 5.62413634188176
3 5.74584155850929
3 5.56151318385082
3 5.45134139691438
3 5.56151318385082
3 5.34310459519799
3 5.01739992886855
3 5.13126577849783
3 5.13713956762433
3 5.26399199790048
3 5.13631356602842
3 5.10959853293095
3 5.13615295460699
3 5.4026455435701
3 5.4026455435701
3 5.4026455435701
3 5.01658922359849
3 5.01658922359849
3 5.01658922359849
3 5.30056551300843
3 5.13960227608622
3 5.13631356602842
3 5.4252917539914
3 5.13631356602842
3 5.10381652175956
3 5.06773248907881
3 5.44058043167872
3 5.31177771985667
3 5.29507413202819
3 5.25784287490868
3 5.44422860539401
3 5.60165839104481
3 5.44422860539401
3 5.44422860539401
3 5.59352074569248
3 5.59352074569248
3 5.09196186922561
3 5.25216028985531
3 5.59352074569248
3 5.59352074569248
3 5.59352074569248
3 5.29507413202819
3 5.44422860539401
3 5.44422860539401
3 5.29507413202819
3 5.44422860539401
3 5.44422860539401
3 5.29507413202819
3 5.29507413202819
3 5.29507413202819
3 5.44422860539401
3 5.44422860539401
3 5.25056947196688
3 5.13126577849783
3 5.18572069852473
3 5.33264955647934
3 5.29779687802954
3 5.2683514507678
3 5.29779687802954
3 5.29779687802954
3 5.5995857388921
3 5.75327557287252
3 5.39225169015485
3 5.26148340046104
3 5.11574000775983
3 5.01669629787944
3 5.1004207374208
3 5.1004207374208
3 5.15583167781334
3 5.17314711867583
3 5.30341827777951
3 5.15421026727321
3 5.15421026727321
3 5.02272305026444
3 5.15421026727321
3 5.02272305026444
3 5.02272305026444
3 5.02272305026444
3 5.02272305026444
3 5.02272305026444
3 5.05255088567243
3 5.02829091287393
3 5.00660072281827
3 5.34081779448337
3 5.30511616994888
3 5.10624863756975
3 5.50994162124669
3 5.07112062525464
4 5.26847695330483
4 5.55011119773737
4 5.02765926603643
4 5.40791376456306
4 5.16276884478203
4 5.07788395494524
4 5.67904748391603
4 5.02366229197388
4 5.02366229197388
4 5.37997728695217
4 5.08521738617017
4 5.08521738617017
4 5.94233968212087
4 5.00808933582765
4 5.19935978741817
4 5.37621742152045
4 5.89059072344244
4 5.29053652413731
4 5.50495893989522
4 6.55347870991725
4 6.24785415294404
4 6.29680014887946
4 5.91411528688683
4 6.37030382443645
4 6.32812389264505
4 6.29965392061479
4 6.26389285818655
4 6.40979087963487
4 6.0684814737219
4 5.28406684578184
4 5.11305224579642
4 5.36040735674339
4 5.48678625697525
4 5.24496932619121
4 5.24597703787224
4 5.60988797720244
4 5.31327354820074
4 5.35941658139314
4 5.55664015325055
4 5.53148970205191
4 5.04577267179869
4 5.18746201504979
4 5.18746201504979
4 5.09084871615236
4 5.2391601647359
4 5.40791376456306
4 5.08387941603906
4 5.24597703787224
4 5.24597703787224
4 5.36354057793649
4 5.03456082082663
4 5.24597703787224
4 5.2391601647359
4 5.2391601647359
4 5.55664015325055
4 5.55664015325055
4 5.18746201504979
4 5.30184999309401
4 5.36630966801795
4 5.04770341350686
4 5.13748290293719
4 5.21632999085322
4 5.02366229197388
4 5.09455777259175
4 5.14456228920051
4 5.01885237403421
4 5.09432066396092
4 5.44956867010048
4 5.63485212876258
4 5.18199158020995
4 5.42019260437385
4 5.22551795029785
4 5.75319474004241
4 5.5075925393305
4 5.07936588388792
4 5.08122041210762
4 5.13598403766374
4 5.31474700897803
4 5.19706491459837
4 5.31697413647475
4 5.01561753485647
4 5.10463488940199
4 5.07965380151107
4 5.11179048915379
4 6.07090336902251
4 5.39732008966423
4 5.14092097808421
4 5.07965380151107
5 6.42137107087225
5 5.15381086390693
5 5.1257465404136
5 5.1257465404136
5 5.1898596106777
5 5.60100899234528
5 5.01190468614264
5 5.0423194407441
5 5.89165256337916
5 5.07827135327446
5 5.16823916572801
5 5.30164153656176
5 5.22957045235852
5 5.22957045235852
5 5.45282619517988
5 5.45282619517988
5 5.45282619517988
5 5.29401804090767
5 5.45282619517988
5 5.45282619517988
5 5.45282619517988
5 5.30164153656176
5 5.14751663828029
5 5.46027362857867
5 5.29401804090767
5 5.62323685207573
5 5.46167332350823
5 5.29514483934153
5 6.22380281109781
5 5.60415170360222
5 5.76268696137873
5 5.16985893847668
5 5.16985893847668
5 5.1628780700544
5 5.13952341189009
5 5.19985994677821
5 5.34260242025514
5 5.34260242025514
5 5.34260242025514
5 5.95800162428545
5 5.34260242025514
5 5.54674660526469
5 5.54674660526469
5 5.1628780700544
5 5.37128296164199
5 5.34260242025514
5 5.54674660526469
5 5.34260242025514
5 5.34260242025514
5 5.34260242025514
5 5.29514483934153
5 5.34260242025514
5 5.29514483934153
5 5.34260242025514
5 5.27870942781015
5 5.1628780700544
5 7.08221194299309
5 6.25309076726541
5 6.25309076726541
5 6.28978214126799
5 6.28978214126799
5 6.28978214126799
5 6.28978214126799
5 6.45147771652696
5 6.45147771652696
5 6.45147771652696
5 6.91769056853671
5 6.19552721289812
5 7.26098555701526
5 7.09434263238262
5 5.13256014969335
5 5.29401804090767
5 5.13898642201146
5 5.4751596922635
5 5.62593940769445
5 5.4751596922635
5 5.92932988601136
5 5.86604430834713
5 5.14131044378129
5 5.17146990811259
5 5.17146990811259
5 5.1427981698385
5 5.21376886494618
5 5.0908950169788
5 5.03119230620973
5 5.42197128494018
5 5.20146211330136
5 5.24898131600432
5 5.08321870264813
5 5.08321870264813
5 5.07885235871692
5 5.14639864295919
5 5.46027362857867
5 5.46027362857867
5 5.46027362857867
5 5.10806108686965
5 5.30164153656176
5 5.30164153656176
5 5.1427981698385
5 5.38980471089857
5 5.90474279206002
5 5.17684861001172
5 5.28103344957999
5 5.70294023504583
5 5.20643587201332
5 5.17111778360201
5 5.52161371832195
5 5.85392242207036
5 6.21718287029888
5 5.96002634022129
5 5.00066311114233
5 5.4308536257196
5 5.22146278550238
5 5.7917108241634
5 5.4103247667527
5 5.42353823901227
5 5.19895322616347
5 5.30749560655018
5 5.30749560655018
5 5.30749560655018
5 5.13898642201146
5 5.75708818166048
5 5.47584633505913
5 5.13898642201146
5 5.97360954321697
5 6.06014414169235
5 5.89583404194231
5 5.89583404194231
5 6.00375140132274
5 5.84706479722679
5 5.46875982928368
5 5.46875982928368
5 5.2369210515169
5 5.576157805011
5 5.77524900329372
5 5.30164153656176
5 5.60415170360222
5 5.06569170513394
5 5.06541880863824
5 5.40095825477124
5 5.09054289246822
5 5.98386516958765
5 5.24746718060882
5 5.10806108686965
5 5.02719569301463
5 5.21376886494618
5 6.37636955841995
5 6.73584466815972
5 6.5841142165502
5 5.52839211515064
5 5.79809308091768
5 5.37895927597267
5 5.1427981698385
5 5.18456013679345
5 5.74850514671506
5 5.17033430656596
5 5.02394734440452
5 5.00507347063736
5 5.05253105155096
5 5.0127321787425
5 5.25411353074604
5 5.11265631173273
5 5.30425606105283
5 5.29434375607996
5 5.24898131600432
5 5.14527184452533
5 5.05002216441307
5 5.16847684977265
6 5.72159437508397
6 5.34237092223593
6 5.29883359314917
6 5.41482287334816
6 5.23117388652048
6 5.06732153442657
6 5.02609975001947
6 5.01194354463358
6 5.11247041475559
6 6.09900271232231
6 5.92482795042934
6 5.6575903452206
6 5.50347515536936
6 5.50347515536936
6 5.13289470628898
6 5.33236234083667
6 5.17463388346333
6 5.33893577353534
6 5.17463388346333
6 5.69612338360773
6 5.28034316310648
6 5.17463388346333
6 5.33893577353534
6 5.66256919037429
6 5.50047258094958
6 5.29229408784508
6 5.13652493750837
6 5.05985750762035
6 5.05985750762035
6 5.25622078556454
6 5.42773224698347
6 5.39929260848203
6 5.26990200742641
6 5.382142310525
6 5.382142310525
6 5.16314097855147
6 5.29280299876369
6 5.25589847531609
6 5.18198764623719
6 5.32578890813801
6 5.32578890813801
6 5.49375495682398
6 5.32494920512231
6 5.49375495682398
6 5.33236234083667
6 6.20572133195402
6 5.05699912462751
6 5.3119041219087
6 5.36270191343425
6 5.03577753932163
6 5.03577753932163
6 5.19583850507192
6 5.51088829108372
6 5.1890784717031
6 5.59914192621868
6 5.59914192621868
6 5.75698912947303
6 5.31921547543935
6 5.31921547543935
6 5.2476201910401
6 5.08608338362586
6 5.23909593315345
6 5.13289470628898
6 5.40328755919309
6 5.81363939656254
6 6.33224506816816
6 5.6619076061801
6 5.44262637320135
6 5.80745612890147
6 5.41150647052858
6 5.33236234083667
6 6.38641015360515
6 6.53746339609611
6 6.02204689958041
6 5.98964623776248
6 6.16363439898529
6 5.99833165077336
6 5.98754273929891
6 5.13652493750837
6 6.16363439898529
6 5.99833165077336
6 5.8198226642236
6 5.99833165077336
6 6.49468943338726
6 5.43419541564977
6 6.16363439898529
6 6.30323714580761
6 6.15371911792112
6 6.64018706501676
6 5.8100006834945
6 6.32909830232145
6 6.47671639611182
6 6.49678445000219
6 5.79890642546889
6 6.41946391776862
6 6.32909830232145
6 6.30323714580761
6 6.66041627403136
6 6.32909830232145
6 6.32909830232145
6 6.1596903393661
6 6.1596903393661
6 6.47158487768254
6 6.32909830232145
6 6.30372909302893
6 6.1596903393661
6 5.49702895040035
6 6.49468943338726
6 5.83319005768566
6 5.6619076061801
6 5.49702895040035
6 5.29230256969372
6 5.97856894343416
6 5.32578890813801
6 5.94920478343058
6 6.16363439898529
6 5.8885765293273
6 5.98356475228514
6 5.00517502941612
6 5.12319995328953
6 5.11654170210444
6 5.66823506526811
6 5.6768441416412
6 5.00893248836516
6 6.33224506816816
6 5.49058274543133
6 5.19583850507192
6 5.52297492540062
6 5.07823767363068
6 5.28549164523304
6 5.45231264435215
6 5.49058274543133
6 5.49058274543133
6 5.79419051762314
6 5.61848902297435
6 5.12986668632327
6 5.49058274543133
6 5.49702895040035
6 5.1545149384811
6 5.07823767363068
6 5.07823767363068
6 5.29883359314917
6 5.45231264435215
6 5.05376754029436
6 5.65558862894074
6 5.03107011332453
6 5.49058274543133
6 5.01442024443746
6 5.07669397717757
6 5.28154758561385
6 5.04959447076179
6 5.28021593537683
6 5.09594777359817
6 5.09594777359817
6 5.10818708119065
6 5.09594777359817
6 5.14816203384717
6 5.08274153526034
6 5.14318318869347
6 5.81929678960771
6 6.64619221385632
6 5.27207336067913
6 6.20674763563988
6 6.21237110129048
6 5.96191059269845
6 5.82547157542013
6 5.22765391933345
6 5.62534235667825
6 5.16638104473327
6 5.06051909181454
6 6.17398225433029
6 5.23536391975033
6 5.47451812410067
6 5.26290448229557
6 5.17362454347476
6 5.20883269719367
6 5.00169747147231
6 5.04734678087128
6 5.19583850507192
6 5.11901840190832
6 5.25622078556454
6 5.25622078556454
6 5.11933223030813
6 5.08514189842643
6 5.12986668632327
6 5.10818708119065
6 5.10818708119065
6 5.00162961668316
6 5.4917871679387
6 5.4917871679387
6 5.4917871679387
6 5.10818708119065
6 5.08514189842643
6 5.43604445865404
6 5.08514189842643
6 5.38187089136841
6 5.01191809908765
6 5.03516684621931
6 5.30537309845326
6 5.16051160547201
6 5.4917871679387
6 5.27879946665337
6 5.64018559180426
6 5.56383199031605
6 5.60241591979504
6 5.48515436229953
6 5.36052207833288
6 5.58496027528685
6 5.06732153442657
6 5.38187089136841
6 5.06732153442657
6 5.34425389263477
6 5.382142310525
6 5.22454108088131
6 5.382142310525
6 5.23536391975033
6 5.24230207194067
6 5.10156275740013
6 5.06803400971262
6 5.16483734828016
6 5.33893577353534
6 5.07298740932039
6 5.16792474118637
6 5.16792474118637
6 5.22745035496601
6 5.32332917203141
6 5.42211726318152
6 5.16812830555381
6 5.32332917203141
6 5.39234597444305
6 5.01290199353029
6 5.32332917203141
6 5.24889246833662
6 5.63567324832596
6 5.76991546680562
6 5.22521114692414
6 5.22521114692414
6 5.59413763551905
6 5.14012124133319
6 5.17517672177651
6 7.18612973480019
6 5.82425018921548
7 5.54020958880623
7 5.43112676445491
7 5.27876966637192
7 5.43574174675221
7 5.03350960547226
7 5.03350960547226
7 5.01414861861893
7 5.04965029058674
7 5.16432750773987
7 5.24425524019267
7 5.1003132371645
7 5.32644736973191
7 5.32644736973191
7 5.14061010296244
7 5.3020639658114
7 5.19864605181822
7 5.12016784691211
7 5.28448158843427
7 5.28448158843427
7 5.12201697394464
7 5.27876966637192
7 5.29110240344482
7 5.29110240344482
7 5.50624363250951
7 5.96588489992234
7 6.26712022997628
7 5.20935688509564
7 5.44135964540613
7 5.44135964540613
7 5.22387566641463
7 5.15845887999679
7 6.17862069678793
7 5.76748767284292
7 5.80787856204929
7 5.66838700035366
7 5.66838700035366
7 5.94741713544913
7 5.90245827564969
7 5.92512575236628
7 5.94741713544913
7 5.99744542401997
7 5.80787856204929
7 6.08700272055319
7 5.94741713544913
7 5.94741713544913
7 5.94741713544913
7 6.2266196467934
7 5.7968934938306
7 5.80787856204929
7 5.10652661740517
7 5.16447637813656
7 5.06437278929067
7 5.27348084964752
7 5.1125362802609
7 5.306310689759
7 5.1125362802609
7 5.22921933012729
7 5.71166127408533
7 5.25587496641828
7 5.24999066810713
7 5.25587496641828
7 5.01436800657194
7 5.34503266346566
7 5.4410932457489
7 5.28399580082403
7 5.18537308066098
7 5.23269819623934
7 5.16743811550222
7 5.12558202818109
7 5.29540397438067
7 5.12769755487086
7 5.41490772650007
7 5.74170958836397
7 5.74170958836397
7 5.28323577827253
7 5.31884714421684
7 5.71166127408533
7 5.66926455216571
7 5.49379336617606
7 5.03131572594214
7 5.21706680458721
7 5.02849502368912
7 5.07843712413556
7 5.15091350146998
7 5.26295806318696
7 5.50170700305258
7 5.25500524989027
7 5.16474277779379
7 5.24434142831706
7 5.29944698094333
7 5.43423737221726
7 5.41152288379646
7 5.31560333662587
7 5.26489337834389
7 5.21866520253059
7 5.26489337834389
7 5.10502224287023
7 5.3715237587919
7 5.03299247672588
7 5.51975166218784
7 5.24434142831706
7 5.11436973672536
8 5.4613341889966
8 5.7483869316616
8 5.24207091474305
8 5.39020250218057
8 5.97669739352443
8 5.02846105876768
8 5.05428807296855
8 5.72525774928345
8 5.08408450851366
8 5.05481217405512
8 5.33664968131762
8 5.02846105876768
8 5.04793871718197
8 5.18141265783749
8 5.25732139718036
8 5.25732139718036
8 5.25732139718036
8 5.55215832975421
8 5.25053385851812
8 5.29244476180217
8 5.45462397672418
8 5.19680920123335
8 5.19302879995312
8 5.41723237133424
8 5.19680920123335
8 5.36423801884224
8 5.20527214500842
8 5.2492536771755
8 5.0303426675867
8 5.25490709545367
8 5.25732139718036
8 6.43355029641956
8 5.29244476180217
8 5.58416286331982
8 5.04105666848773
8 5.37816536083146
8 5.54841229575834
8 5.54841229575834
8 5.02162196917889
8 5.17473681284944
8 5.20351941350576
8 5.01276380163362
8 5.01276380163362
8 5.1437632978148
8 5.01276380163362
8 5.01276380163362
8 5.20108792813689
8 5.21010074846181
8 5.28040762045306
8 5.20108792813689
8 5.01276380163362
8 5.19476434781359
8 5.1437632978148
8 5.1437632978148
8 5.20108792813689
8 5.01276380163362
8 5.01276380163362
8 5.01276380163362
8 5.01276380163362
8 5.01276380163362
8 5.00598485479247
8 5.1437632978148
8 5.00420634782654
8 5.01099388648878
8 5.01276380163362
8 5.30357117011558
8 5.87985897800282
8 5.01587404086872
8 5.12898536553752
8 6.21118537475201
8 5.28793405572916
8 5.17720266550268
8 6.91969271741541
8 5.24373772803479
8 6.89744849260968
8 6.37079563516769
8 5.66472836969425
8 5.35188298011275
8 6.91969271741541
8 6.93714270605213
8 6.76916401189339
8 6.93714270605213
8 6.76916401189339
8 6.94723809583457
8 7.10523309388506
8 6.91444311472854
8 6.7486725185903
8 6.60121968501901
8 6.60706212336119
8 6.77414726812642
8 6.8838734152852
8 6.93714270605213
8 6.92067218501984
8 6.76916401189339
8 6.92067218501984
8 6.92067218501984
8 6.93714270605213
8 6.92067218501984
8 6.92067218501984
8 6.76916401189339
8 6.76916401189339
8 6.76916401189339
8 5.96162733933005
8 6.57181847324411
8 6.90146087305938
8 5.45689221749232
8 5.18757299356005
8 5.37583697731568
8 5.02310835422771
8 6.68694028404831
8 5.50926795886574
8 5.29244476180217
8 5.50926795886574
8 5.50926795886574
8 6.89054066845216
8 5.35188298011275
8 5.61862465771759
8 5.18757299356005
8 5.35188298011275
8 5.28793405572916
8 5.35188298011275
8 5.0303426675867
8 6.04464151471554
8 6.43355029641956
8 6.43355029641956
8 7.0909363035889
